"","stationcode","water_year_type","DS_Tim","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","DS_Dur_WS","DS_Mag_50","DS_Mag_90","Q99","FA_Dur","FA_Mag","FA_Tim"
"650","SMC01358","Wet",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","SMC01413","Wet",0,0,-3e-04,0,0,0,0,0,0,NA,NA,NA,-2e-04,NA,NA,NA
"652","SMC01413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
"653","SMC01424","Wet",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","SMC01424",NA,NA,NA,-0.0051,NA,NA,0.5,-0.00655,-0.02715,NA,NA,-0.01785,-0.01815,-0.01175,NA,NA,NA
"655","SMC01424","Dry",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"656","SMC01424","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"657","SMC01452",NA,-34,NA,1.4199,NA,39,97.5,-0.15155,-0.20365,-37,NA,NA,NA,7.4592,NA,NA,NA
"658","SMC01452","Wet",NA,-98,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","SMC01454",NA,-12,-59,10.9043,NA,43,59,NA,-0.203,NA,-2,0.007,0.132,20.3959,-11,18.6019,-44.5
"660","SMC01454","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","SMC01454","Moderate",NA,NA,NA,NA,NA,NA,0,NA,-60,NA,NA,NA,NA,NA,NA,NA
"662","SMC01504","Dry",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"663","SMC01504","Moderate",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"664","SMC01504",NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"665","SMC01544","Moderate",NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"666","SMC01544",NA,NA,NA,-0.0675,NA,NA,NA,0.0283,-0.066,NA,NA,-0.0074,-0.0079,-0.03025,1,2.7485,0
"667","SMC01544","Wet",-1,-1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","SMC01550","Moderate",NA,-62,NA,NA,-2,NA,-2.0611,0.2,NA,-62,0,NA,NA,NA,NA,NA
"669","SMC01550",NA,-2,NA,0.2397,-0.5329,NA,NA,NA,NA,NA,NA,NA,0.3587,0.0189,NA,NA,NA
"670","SMC01550","Wet",NA,NA,NA,NA,NA,-18,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA
"671","SMC01567","Wet",0,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"672","SMC01567",NA,NA,NA,-0.0087,NA,NA,NA,0.0051,0.0055,NA,NA,-8e-04,-0.0012,-0.0077,NA,NA,NA
"673","SMC01567","Moderate",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"674","SMC01606",NA,-181,-8.5,35.715,-0.00125,106,67.5,-0.42445,-0.2705,-5,152.5,-0.01515,0.1218,66.6044,1,50.5076,-8
"675","SMC01640",NA,NA,NA,18.3589,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","SMC01656","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA,NA,NA
"677","SMC01656",NA,NA,-16.5,3.15865,NA,NA,36.5,-0.0839,-0.18545,-16,NA,0.0132,0.0634,7.56645,-3.5,0.77545,-33
"678","SMC01656","Wet",-20,NA,NA,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","SMC01662",NA,-33,-78,34.1295,NA,36,63,NA,-2.3551,-23,-19,0.0067,0.0536,57.8373,-19,5.0829,-30
"680","SMC01662","Wet",NA,NA,NA,0,NA,NA,-0.3446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","SMC01692","Wet",0,0,NA,0,0,1,0,0,-12,NA,NA,NA,NA,NA,NA,NA
"682","SMC01692",NA,NA,NA,1.67475,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1799,NA,NA,NA
"683","SMC01694",NA,NA,-12,1.3856,0.0112,NA,20,NA,-0.3157,NA,-28,NA,0.2174,10.2336,NA,NA,NA
"684","SMC01694","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"685","SMC01694","Dry",-66,NA,NA,NA,NA,NA,-2.76,NA,-58,NA,NA,NA,NA,NA,NA,NA
"686","SMC01694","Wet",NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","SMC01726",NA,NA,-0.5,197.9569,-0.02765,26,37.5,-1.07915,-7.3294,-14.5,-30.5,-1.3368,-1.98505,284.4105,-19,-602.7957,-39
"688","SMC01726","Moderate",-156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","SMC01748",NA,-7.5,-34.5,111.2897,NA,19.5,36,8.3228,25.21325,-12.5,4,0.2881,3.384,116.253,-1.5,80.2094,-38
"690","SMC01748","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","SMC01772",NA,-11,-47.5,1.05485,5e-05,36,67,-0.0085,-0.05935,-28.5,-7,0.00185,0.0111,3.34815,NA,NA,NA
"692","SMC01808","Wet",0,-1,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"693","SMC01808","Dry",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","SMC01808","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"695","SMC01808",NA,NA,NA,NA,NA,NA,NA,NA,-0.007,NA,NA,NA,NA,NA,NA,NA,NA
"696","SMC01860",NA,-127,-51,190.5332,0,152,-29,-16.4547,-7.02165,19,166,-0.3822,-0.2401,212.9465,NA,NA,NA
"697","SMC01912",NA,-37,-81,-0.1192,1e-04,53,72,NA,-0.1545,NA,60,5e-04,0.0085,3.8634,NA,NA,NA
"698","SMC01912","Wet",NA,NA,NA,NA,NA,NA,0,NA,-66,NA,NA,NA,NA,NA,NA,NA
"699","SMC01934",NA,-1.5,-52.5,-21.7565,NA,59,80,23.33195,23.99925,-7,-10,1.32645,23.5854,110.28405,NA,NA,NA
"700","SMC01934","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","SMC01960","Wet",-26,NA,NA,0,NA,NA,-68.7283,NA,NA,-65,NA,NA,NA,NA,NA,NA
"702","SMC01960",NA,NA,-44,15.265,NA,30,43,NA,0.6993,-5,NA,0.0733,0.6783,45.9586,NA,NA,NA
"703","SMC01987",NA,NA,-30,16.6529,NA,39.5,133.5,NA,-0.05365,-80,-55,-0.0013,-0.1502,60.06135,1,2.4147,-28
"704","SMC01987","Wet",-27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","SMC01987","Moderate",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","SMC01990",NA,18.5,-5.5,36.03455,-0.0037,46,97,-0.38625,-0.41325,-39,63,-1.4347,-0.6984,46.7764,NA,NA,NA
"707","SMC02028",NA,NA,-14,41.2968,NA,0,25,-1.4634,1.6286,NA,-4,0.1868,1.0661,34.34065,0,-0.538,-59
"708","SMC02028","Wet",-8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","SMC02028","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA
"710","SMC02075","Moderate",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","SMC02075",NA,NA,NA,-0.0424,NA,NA,NA,0.0567,-0.00215,NA,0,-0.002,-0.003,-0.0228,NA,NA,NA
"712","SMC02075","Wet",NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"713","SMC02088","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"714","SMC02088","Moderate",NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
"715","SMC02088","Wet",-44,NA,NA,-0.0492,NA,-24,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"716","SMC02088",NA,NA,-12,4.7083,NA,NA,NA,0.92,NA,1,NA,NA,NA,0.5702,1,9.3945,3
"717","SMC02092","Wet",0,0,NA,0,0,0,-0.0309,NA,0,NA,NA,NA,NA,NA,NA,NA
"718","SMC02092",NA,NA,NA,0.9965,NA,NA,NA,NA,-0.022,NA,0,0,0.018,1.4871,NA,NA,NA
"719","SMC02139","Moderate",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","SMC02139","Wet",NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","SMC02139",NA,NA,NA,-0.01795,NA,NA,0.5,0.0358,-0.07805,-0.5,-1,0.0114,0.0023,-0.012,NA,NA,NA
"722","SMC02152",NA,11,-6,37.616,-0.4455,NA,39,NA,-0.6562,-34,-32.5,NA,-0.02725,78.0279,NA,NA,NA
"723","SMC02152","Wet",NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"724","SMC02152","Dry",NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","SMC02206",NA,-9,-35.5,10.2717,NA,34.5,82,-0.0312,-0.9203,-33,-56,0.002,0.0779,22.2567,-19,6.9929,-61
"726","SMC02206","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","SMC02228",NA,30.5,NA,1039.9178,-0.0271,NA,15,-8.6616,-49.6738,NA,-7,-8.7382,-15.4404,1371.7177,0,-2294.0366,-9
"728","SMC02228","Moderate",NA,-4,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","SMC02228","Wet",NA,NA,NA,NA,NA,NA,NA,NA,-94,NA,NA,NA,NA,NA,NA,NA
"730","SMC02270",NA,-7,-62,0.9493,NA,36,21,4e-04,0.0371,22,137,0.003,0.0575,1.1744,NA,NA,NA
"731","SMC02270","Wet",NA,NA,NA,-1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","SMC02302",NA,15,-43,62.6623,NA,43,60,NA,-2.0867,NA,-30,0.0096,0.396,61.8867,NA,NA,NA
"733","SMC02302","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","SMC02302","Dry",NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","SMC02302","Wet",NA,NA,NA,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,NA,NA
"736","SMC02436",NA,-137,-85,117.3743,0,142,-45,46.3512,1.2997,NA,171,-0.115,-0.19355,259.30475,NA,NA,NA
"737","SMC02436","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-152,NA,NA,NA,NA,NA,NA,NA
"738","SMC02536",NA,NA,NA,2.0565,-0.0125,NA,26,NA,NA,-7,-10,NA,NA,6.5546,NA,NA,NA
"739","SMC02536","Dry",NA,NA,NA,NA,NA,NA,-2.76,-0.7,NA,NA,0,-0.2578,NA,NA,NA,NA
"740","SMC02536","Wet",-12,-65,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","SMC02568","Wet",-2,NA,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA
"742","SMC02568","Moderate",NA,NA,NA,NA,NA,NA,0.2,1.5,NA,NA,0,0,NA,NA,NA,NA
"743","SMC02568",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","SMC02568","Dry",NA,NA,0,-0.0298,0,4,NA,NA,-4,NA,NA,NA,0,NA,NA,NA
"745","SMC02591","Wet",0,0,-0.0081,0,0,0,NA,NA,0,0,-0.0053,-0.0133,NA,NA,NA,NA
"746","SMC02591","Moderate",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","SMC02591",NA,NA,NA,NA,NA,NA,NA,NA,-2e-04,NA,NA,NA,NA,-0.0032,NA,NA,NA
"748","SMC02712","Wet",NA,NA,NA,NA,NA,NA,0,NA,NA,-1,0,NA,NA,NA,NA,NA
"749","SMC02712","Moderate",NA,-46,NA,NA,0,-2,NA,NA,0,NA,NA,0,NA,NA,NA,NA
"750","SMC02712",NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","SMC02712","Dry",NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"752","SMC02884",NA,-127,-50.5,195.929,0,152,-28.5,-17.26735,-7.30515,19,166,-0.3906,NA,230.7629,NA,NA,NA
"753","SMC02884","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7535,NA,NA,NA,NA
"754","SMC02902","Moderate",-248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","SMC02902",NA,NA,-0.5,51.5496,-0.00265,46,21,-0.20645,-6.72905,-21.5,148.5,0.19545,0.62085,70.57875,1,21.3541,-9
"756","SMC02972","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA
"757","SMC02972","Dry",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01,0,NA,NA,NA,NA
"758","SMC02972","Wet",2,0,0,0.0047,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"759","SMC02972",NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","SMC02984",NA,-9.5,NA,25.6213,-0.1111,10.5,29.5,-1.02155,-0.3514,NA,-19,NA,NA,55.3667,NA,NA,NA
"761","SMC02984","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"762","SMC02984","Moderate",NA,-81,NA,NA,NA,NA,NA,NA,-78,NA,NA,-0.34,NA,NA,NA,NA
"763","SMC03011",NA,-4.5,-71.5,-4.7711,NA,48.5,107.5,0.29975,1.64895,-31,-20.5,0.0251,0.21265,31.3816,NA,NA,NA
"764","SMC03011","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","SMC03216","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"766","SMC03216",NA,NA,NA,-0.007,5e-05,NA,NA,-0.00865,-0.00435,NA,NA,-0.0067,-0.0068,NA,NA,NA,NA
"767","SMC03216","Moderate",0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"768","SMC03216","Wet",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-0.0876,NA,NA,NA
"769","SMC03268",NA,-127,-78.5,306.2032,-1e-04,148.5,-13.5,-36.57315,-3.5303,19,166,-0.5185,-0.2732,391.9003,NA,NA,NA
"770","SMC03280","Moderate",NA,NA,NA,0,0,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA
"771","SMC03280",NA,NA,NA,-0.009,NA,NA,NA,-0.0029,-0.0074,NA,NA,-0.01545,-0.0171,-0.007,-7,2.5245,0
"772","SMC03280","Wet",0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","SMC03280","Dry",NA,-1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"774","SMC03304",NA,NA,NA,5.1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","SMC03304","Wet",NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","SMC03438",NA,NA,NA,NA,-0.2639,NA,NA,NA,NA,-5,-13,NA,NA,1.1853,NA,NA,NA
"777","SMC03438","Moderate",NA,-46,NA,NA,-5,NA,NA,-0.1376,NA,NA,0,NA,NA,NA,NA,NA
"778","SMC03438","Wet",-3,NA,-0.8205,NA,NA,-6,-2.208,NA,NA,NA,NA,-0.3264,NA,NA,NA,NA
"779","SMC03523",NA,-7,-58.5,3.4028,NA,68,101.5,-0.002,-4.5264,-28,-49,0.0196,-0.3051,35.22055,-8,-2.4065,-63
"780","SMC03523","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","SMC03944",NA,NA,NA,0.3988,-0.5735,NA,19,NA,NA,NA,-12,NA,0.1428,1.771,NA,NA,NA
"782","SMC03944","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"783","SMC03944","Wet",-2,NA,NA,NA,NA,NA,-2.76,-0.7,-61,NA,NA,NA,NA,NA,NA,NA
"784","SMC03944","Moderate",NA,-77,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","SMC03984","Moderate",0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","SMC03984",NA,NA,NA,0.6796,NA,NA,NA,0.0078,-0.0805,NA,NA,-0.0061,-0.0078,0.5342,0,0.0088,0
"787","SMC03984","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","SMC03984","Dry",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"789","SMC04000","Moderate",0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","SMC04000","Wet",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"791","SMC04000",NA,NA,NA,0.1268,NA,NA,NA,-4e-04,-0.00325,NA,NA,-0.0012,-0.0015,0.1691,NA,NA,NA
"792","SMC04000","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"793","SMC04008","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,-48,NA,NA,NA,NA,NA,NA
"794","SMC04008",NA,NA,-49.5,61.4025,NA,26,43.5,-0.6817,-7.01875,-15.5,NA,0.0887,1.0865,99.1639,0,101.5857,-61
"795","SMC04008","Moderate",-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","SMC04175","Wet",-3,-3,NA,0,NA,-1,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA
"797","SMC04175",NA,NA,NA,15.0663,NA,NA,NA,0.09245,-0.1492,NA,NA,-0.0924,-0.1914,10.5554,NA,NA,NA
"798","SMC04175","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,-145,NA,NA,NA,NA,NA,NA
"799","SMC04204",NA,NA,-0.5,0.00665,-0.00345,NA,NA,-0.484,NA,NA,-25.5,NA,NA,0.00355,NA,NA,NA
"800","SMC04204","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.62,NA,NA,NA,NA
"801","SMC04204","Dry",-9,NA,NA,NA,0,NA,NA,0,-32,NA,NA,NA,NA,NA,NA,NA
"802","SMC04204","Moderate",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","SMC04239","Wet",-3,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"804","SMC04239",NA,NA,NA,44.7713,NA,NA,NA,0.2384,-0.3276,NA,NA,-0.0231,0.05575,32.4393,NA,NA,NA
"805","SMC04239","Moderate",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","SMC04239","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"807","SMC04264",NA,-10.5,-53.5,16.00235,NA,NA,54,-0.1845,-1.4084,-19.5,9,0.0237,0.341,30.36295,NA,NA,NA
"808","SMC04264","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","SMC04264","Moderate",NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","SMC04294",NA,-19,0.5,78.22975,NA,47,74.5,-0.4891,-2.03635,-29.5,-4,-0.7703,-1.0898,107.8145,0,23.637,-9
"811","SMC04294","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","SMC04308",NA,NA,NA,106.04135,-0.0377,14,35.5,-0.1964,-1.2457,-24.5,18,-0.1133,-0.1431,116.9324,NA,NA,NA
"813","SMC04308","Moderate",-160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","SMC04308","Wet",NA,-123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","SMC04383","Wet",0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"816","SMC04383",NA,NA,NA,-0.0065,NA,NA,NA,0.0028,-0.00515,NA,NA,-0.00045,-7e-04,-0.00235,NA,NA,NA
"817","SMC04383","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"818","SMC04426","Wet",0,0,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,NA,NA
"819","SMC04426",NA,NA,NA,-0.0037,NA,NA,NA,-0.0044,-0.0071,NA,NA,-0.0065,-0.0074,-0.009,NA,NA,NA
"820","SMC04426","Moderate",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","SMC04426","Dry",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","SMC04682",NA,-1,-1,0.2889,NA,NA,NA,NA,0.11005,NA,4,0.0043,0.0591,0.1787,NA,NA,NA
"823","SMC04682","Wet",NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"824","SMC04749",NA,NA,NA,36.6979,1e-04,NA,24,-0.0656,-0.02145,-24,84.5,0.02465,0.0687,32.4202,-6,-18.7445,-12
"825","SMC04749","Moderate",-125,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","SMC04749","Wet",NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","SMC04750",NA,NA,NA,0.2392,-0.3253,NA,21,-0.4755,-0.5168,NA,-19,NA,0.2053,1.8957,NA,NA,NA
"828","SMC04750","Dry",NA,NA,NA,NA,NA,NA,NA,NA,-43,NA,0,NA,NA,NA,NA,NA
"829","SMC04750","Moderate",-12,-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","SMC04750","Wet",NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","SMC04756",NA,-137,-75,89.903,-1e-04,NA,-14,-11.41905,0.8779,4.5,173.5,-0.0716,-0.10975,192.18305,NA,NA,NA
"832","SMC04756","Dry",NA,NA,NA,NA,-159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","SMC04806",NA,6.5,-27.5,64.73245,1e-04,56.5,139,-0.15085,-0.74655,-64,NA,NA,NA,115.2989,-2,57.255,-27
"834","SMC04880","Wet",NA,-41,NA,0,0,NA,0,NA,0,-9,0,NA,-0.0749,NA,NA,NA
"835","SMC04880","Moderate",-10,NA,-1.1,NA,NA,-2,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"836","SMC05146","Wet",-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","SMC05146",NA,NA,NA,-0.15755,NA,NA,-0.5,1.09615,1.10115,0.5,1.5,0.02715,0.03885,0.3411,NA,NA,NA
"838","SMC05146","Moderate",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","SMC05199","Moderate",NA,NA,NA,NA,0,0,NA,NA,-13,-144,NA,NA,NA,NA,NA,NA
"840","SMC05199",NA,NA,NA,26.6461,NA,NA,NA,-0.0342,-0.135,NA,NA,-0.077,-0.21515,12.1592,NA,NA,NA
"841","SMC05199","Wet",-1,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","SMC05230",NA,-81,-16,2006.32695,0.0013,185.5,16,-5.1569,146.446,-76,126.5,-2.7259,-1.6234,2872.75245,NA,NA,NA
"843","SMC05296","Wet",0,NA,NA,NA,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"844","SMC05296",NA,NA,NA,-0.62255,NA,NA,NA,-0.0878,-1.29655,NA,NA,0.1701,0.0345,3.50905,0.5,-32.65865,-30.5
"845","SMC05296","Dry",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","SMC05296","Moderate",NA,NA,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"847","SMC05402","Dry",-4,-3,NA,NA,NA,-6,NA,NA,-3,-80,NA,NA,NA,NA,NA,NA
"848","SMC05402",NA,NA,NA,1.2875,NA,NA,NA,-0.1175,-0.1538,NA,NA,-0.0955,-0.0225,1.5432,-1,15.4036,-2
"849","SMC05402","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","SMC05402","Wet",NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","SMC05702",NA,-201,37.5,72.36055,0.02645,133,26.5,-0.88765,-0.2952,-6,156.5,0.07495,0.4956,106.9374,1,67.0398,-8
"852","SMC05759","Wet",-19,-12,NA,NA,0,0,NA,NA,-15,0,NA,NA,NA,NA,NA,NA
"853","SMC05759",NA,NA,NA,240.6445,NA,NA,NA,0.0025,3.9839,NA,NA,1.0463,0.0332,159.7517,NA,NA,NA
"854","SMC05759","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","SMC05902",NA,-8,-27,2.1081,NA,36,45,NA,0.6325,NA,10.5,0.03165,0.33545,3.942,-4.5,11.5052,-14.5
"856","SMC05902","Moderate",NA,NA,NA,0,NA,NA,-0.1077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","SMC05902","Wet",NA,NA,NA,NA,NA,NA,NA,NA,-40,NA,NA,NA,NA,NA,NA,NA
"858","SMC05956",NA,-127,-52,184.48885,0,152,-62.5,-4.6348,7.38975,23,166,-0.329,-0.2067,205.4163,NA,NA,NA
"859","SMC06079","Moderate",NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"860","SMC06079",NA,NA,NA,0.5493,NA,NA,NA,0.0037,-0.0153,NA,NA,-0.00215,-0.0038,0.6762,-13,3.4049,0
"861","SMC06079","Wet",0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
